datasource	term	overlap	p_value	adjusted_p_value	odds_ratio	combined_score	genes	n_genes
Panther_2016	Nicotinic acetylcholine receptor signaling pathway_Homo sapiens_P00044	3/68	2.4703551446813377e-5	0.0027667977620430984	51.90311418685122	550.6174848474587	MYH2;MYH14;CACNA1S	3
Panther_2016	p53 pathway feedback loops 2_Homo sapiens_P04398	2/45	6.588989781617781e-4	0.024598895184706385	52.28758169934641	383.00341599320996	NRAS;TP53	2
Panther_2016	Inflammation mediated by chemokine and cytokine signaling pathway_Homo sapiens_P00031	3/188	5.043920864894578e-4	0.02824595684340964	18.773466833541928	142.5311009315676	NRAS;MYH2;MYH14	3
Panther_2016	Cytoskeletal regulation by Rho GTPase_Homo sapiens_P00016	2/70	0.0015873775566978775	0.03555725727003246	33.61344537815126	216.66124234659506	MYH2;MYH14	2
Panther_2016	Wnt signaling pathway_Homo sapiens_P00057	3/278	0.0015636685595508942	0.04378271966742504	12.69572577232332	82.02353674688057	PCDHGA7;MYH2;TP53	3
KEGG_2019_Human	Chronic myeloid leukemia	2/76	0.0018677011427961764	0.057525195198122235	30.959752321981423	194.52157708270522	NRAS;TP53	2
PPI_Hub_Proteins	PRKCB	4/338	1.6024784871532033e-4	0.06169542175539833	13.922728854855553	121.66778819083869	NRAS;WNK1;ZMYND8;TP53	4
KEGG_2019_Human	MAPK signaling pathway	3/295	0.0018529621693511612	0.0634124831289064	11.964107676969093	75.26583945499311	NRAS;CACNA1S;TP53	3
KEGG_2019_Human	Colorectal cancer	2/86	0.002383321563268006	0.06673300377150417	27.359781121751027	165.23283582614155	NRAS;TP53	2
KEGG_2019_Human	Glioma	2/75	0.001819458958372403	0.07004916989733752	31.372549019607845	197.93619130064778	NRAS;TP53	2
KEGG_2019_Human	GnRH signaling pathway	2/93	0.0027798364268155585	0.07134913495493267	25.300442757748264	148.90229455498215	NRAS;CACNA1S	2
KEGG_2019_Human	Prostate cancer	2/97	0.0030194288446408635	0.07153723724226045	24.257125530624624	140.75652128011444	NRAS;TP53	2
KEGG_2019_Human	Non-small cell lung cancer	2/66	0.0014127246831094672	0.07251986706628598	35.65062388591801	233.94777325866252	NRAS;TP53	2
KEGG_2019_Human	Neurotrophin signaling pathway	2/119	0.004503454661655143	0.07300337030472547	19.77261492832427	106.82966829755279	NRAS;TP53	2
KEGG_2019_Human	Longevity regulating pathway	2/102	0.0033321166769984686	0.07330656689396631	23.06805074971165	131.58356489467687	NRAS;TP53	2
KEGG_2019_Human	Melanoma	2/72	0.0016783804310391412	0.07384873896572221	32.6797385620915	208.82111044723166	NRAS;TP53	2
KEGG_2019_Human	Sphingolipid signaling pathway	2/119	0.004503454661655143	0.07705911309943243	19.77261492832427	106.82966829755279	NRAS;TP53	2
KEGG_2019_Human	Thyroid hormone signaling pathway	2/116	0.004284718342406078	0.07762901467418071	20.28397565922921	110.60244341081543	NRAS;TP53	2
Transcription_Factor_PPIs	ZBTB7A	2/29	2.7238264049152136e-4	0.07817381782106662	81.13590263691684	665.9880497950771	ZMYND8;TP53	2
KEGG_2019_Human	Serotonergic synapse	2/113	0.004071107650863602	0.07836882227912434	20.82248828735034	114.6036474016536	NRAS;CACNA1S	2
KEGG_2019_Human	Cholinergic synapse	2/112	0.004001047335642528	0.08215483862519325	21.008403361344538	115.99157811395231	NRAS;CACNA1S	2
KEGG_2019_Human	Bladder cancer	2/41	5.468458658113756e-4	0.08421426333495184	57.38880918220947	431.0670631974987	NRAS;TP53	2
KEGG_2019_Human	Mitophagy	2/65	0.0013705988588532982	0.08442888970536316	36.19909502262444	238.64280584260845	NRAS;TP53	2
KEGG_2019_Human	Hepatitis C	2/155	0.007519303745517923	0.09649773140081334	15.180265654648958	74.23577582298329	NRAS;TP53	2
KEGG_2019_Human	Gastric cancer	2/149	0.006967408800543407	0.0975437232076077	15.791551519936835	78.42892835308685	NRAS;TP53	2
KEGG_2019_Human	Hepatitis B	2/163	0.008285092259151689	0.09814647753148924	14.435221941537351	69.19231313576954	NRAS;TP53	2
KEGG_2019_Human	Oxytocin signaling pathway	2/153	0.007333189458751029	0.09820097188240508	15.378700499807767	75.59161451358116	NRAS;CACNA1S	2
KEGG_2019_Human	Cellular senescence	2/160	0.007993937048416645	0.09848530443649307	14.705882352941178	71.015763140854	NRAS;TP53	2
