datasource	term	overlap	p_value	adjusted_p_value	odds_ratio	combined_score	genes	n_genes
GO_Biological_Process_2018	negative regulation of signaling (GO:0023057)	4/84	2.0004657333505604e-8	3.402792212429303e-5	119.04761904761904	2110.3929433126636	NTRK1;PDGFRA;ROS1;EPHA3	4
GO_Biological_Process_2018	negative regulation of signal transduction (GO:0009968)	5/284	3.0142337608369315e-8	3.845408720387716e-5	44.014084507042256	762.2066500182877	NTRK1;PDGFRA;PTCH1;ROS1;EPHA3	5
GO_Biological_Process_2018	negative regulation of cell communication (GO:0010648)	4/79	1.5590050209109765e-8	3.9778013108543565e-5	126.58227848101265	2275.5231561119936	NTRK1;PDGFRA;ROS1;EPHA3	4
GO_Biological_Process_2018	regulation of kinase activity (GO:0043549)	4/102	4.393212654045951e-8	4.483712834719298e-5	98.0392156862745	1660.8450953581807	NTRK1;PDGFRA;ROS1;EPHA3	4
GO_Biological_Process_2018	regulation of signal transduction (GO:0009966)	5/234	1.1431248112457565e-8	5.833365911787095e-5	53.418803418803414	976.8651265443722	NTRK1;PDGFRA;PTCH1;ROS1;EPHA3	5
GO_Biological_Process_2018	positive regulation of kinase activity (GO:0033674)	4/114	6.885187436913462e-8	5.855851915094899e-5	87.71929824561403	1446.605998964012	NTRK1;PDGFRA;ROS1;EPHA3	4
GO_Biological_Process_2018	negative regulation of response to stimulus (GO:0048585)	4/128	1.0982767097436428e-7	8.006437214031155e-5	78.125	1251.902603679986	NTRK1;PDGFRA;ROS1;EPHA3	4
GO_Biological_Process_2018	positive regulation of transferase activity (GO:0051347)	4/138	1.4865982968398186e-7	9.482638885966993e-5	72.46376811594203	1139.2467509655605	NTRK1;PDGFRA;ROS1;EPHA3	4
GO_Biological_Process_2018	regulation of MAPK cascade (GO:0043408)	4/204	7.125088534121116e-7	3.635932678962005e-4	49.01960784313725	693.8467401489826	NTRK1;PDGFRA;ROS1;EPHA3	4
GO_Biological_Process_2018	positive regulation of phosphorylation (GO:0042327)	4/209	7.849000857535818e-7	3.641222852364116e-4	47.846889952153106	672.617674955	NTRK1;PDGFRA;ROS1;EPHA3	4
GO_Biological_Process_2018	positive regulation of ERK1 and ERK2 cascade (GO:0070374)	4/202	6.84994188345298e-7	3.8839170479178394e-4	49.504950495049506	702.6661130142388	NTRK1;PDGFRA;ROS1;EPHA3	4
GO_Biological_Process_2018	peptidyl-tyrosine modification (GO:0018212)	3/52	9.1975651916599e-7	3.9112645977533726e-4	144.23076923076923	2004.6860848572949	NTRK1;PDGFRA;EPHA3	3
GO_Biological_Process_2018	regulation of ERK1 and ERK2 cascade (GO:0070372)	4/248	1.553419368997627e-6	6.097768492303761e-4	40.32258064516129	539.3166133976597	NTRK1;PDGFRA;ROS1;EPHA3	4
GO_Biological_Process_2018	positive regulation of MAPK cascade (GO:0043410)	4/290	2.895115856200256e-6	0.0010552697295849933	34.48275862068965	439.740876838869	NTRK1;PDGFRA;ROS1;EPHA3	4
GO_Biological_Process_2018	peptidyl-tyrosine phosphorylation (GO:0018108)	3/80	3.401446430206148e-6	0.0011571720755561316	93.74999999999999	1180.435293389906	NTRK1;PDGFRA;EPHA3	3
GO_Biological_Process_2018	positive regulation of protein phosphorylation (GO:0001934)	4/413	1.1746849866166856e-5	0.003526127933355851	24.213075060532688	274.8650229979379	NTRK1;PDGFRA;ROS1;EPHA3	4
