datasource	term	overlap	p_value	adjusted_p_value	odds_ratio	combined_score	genes	n_genes
GO_Biological_Process_2018	response to caffeine (GO:0031000)	4/7	5.667792163063058e-9	1.4461371704055393e-5	156.55577299412914	2972.7540014511032	RYR1;RYR2;RYR3;SLC8A1	4
GO_Biological_Process_2018	cellular response to purine-containing compound (GO:0071415)	4/8	1.1304436734809883e-8	1.922884688591161e-5	136.986301369863	2506.585007792952	RYR1;RYR2;RYR3;SLC8A1	4
GO_Biological_Process_2018	cellular response to caffeine (GO:0071313)	4/7	5.667792163063058e-9	2.8922743408110785e-5	156.55577299412914	2972.7540014511032	RYR1;RYR2;RYR3;SLC8A1	4
GO_Biological_Process_2018	cellular response to alkaloid (GO:0071312)	4/21	9.324995496777678e-7	0.0011896363005014124	52.18525766470972	724.6130290070628	RYR1;RYR2;RYR3;SLC8A1	4
KEGG_2019_Human	Calcium signaling pathway	7/188	5.5967444504392605e-6	0.0017237972907352922	10.201107548819586	123.3653138179125	RYR1;RYR2;ERBB4;GNAS;RYR3;SLC8A1;EGFR	7
KEGG_2019_Human	Dilated cardiomyopathy (DCM)	5/91	2.05389607483479e-5	0.0031629999552455768	15.053439710973958	162.4745890594854	RYR2;LAMA2;ITGA8;GNAS;SLC8A1	5
WikiPathways_2019_Human	Cell-type Dependent Selectivity of CCK2R Signaling WP3679	3/13	1.2996262160861127e-5	0.006134235739926452	63.224446786090624	711.3286892265897	RYR1;RYR2;RYR3	3
Reactome_2016	Cardiac conduction_Homo sapiens_R-HSA-5576891	6/135	9.937364987930421e-6	0.007602084215766772	12.176560121765602	140.26433685474979	RYR1;RYR2;SCN10A;SCN3A;RYR3;SLC8A1	6
Panther_2016	Beta1 adrenergic receptor signaling pathway_Homo sapiens_P04377	3/28	1.4312666882003664e-4	0.008015093453922052	29.354207436399214	259.837001678447	RYR1;RYR2;RYR3	3
Panther_2016	Cadherin signaling pathway_Homo sapiens_P00012	5/150	2.211832352793287e-4	0.00825750745042827	9.132420091324201	76.86318795492919	ERBB4;CDH10;CDH12;PCDH15;EGFR	5
KEGG_2019_Human	Hypertrophic cardiomyopathy (HCM)	4/85	2.6450737822243604e-4	0.011638324641787186	12.892828364222401	106.20649685188232	RYR2;LAMA2;ITGA8;SLC8A1	4
KEGG_2019_Human	PI3K-Akt signaling pathway	7/354	3.0676845296342866e-4	0.011810585439092004	5.417537342310967	43.82472040767592	LAMA2;TNN;ERBB4;ITGA8;TNR;TP53;EGFR	7
KEGG_2019_Human	Oxytocin signaling pathway	5/153	2.4247005361719166e-4	0.012446796085682506	8.953353030710002	74.53337223968725	RYR1;RYR2;GNAS;RYR3;EGFR	5
Reactome_2016	Extracellular matrix organization_Homo sapiens_R-HSA-1474244	8/283	8.826031608583277e-6	0.013503828361132415	7.744808558013457	90.13257227025503	DST;LAMA2;TNN;NRXN1;COL22A1;COL5A2;ITGA8;TNR	8
KEGG_2019_Human	ECM-receptor interaction	4/82	2.30378933987746e-4	0.014191342333645154	13.364517206815904	111.93832363070608	LAMA2;TNN;ITGA8;TNR	4
KEGG_2019_Human	Arrhythmogenic right ventricular cardiomyopathy (ARVC)	4/72	1.392840785924524e-4	0.01429983206882511	15.220700152207	135.14452023636983	RYR2;LAMA2;ITGA8;SLC8A1	4
KEGG_2019_Human	Circadian entrainment	4/97	4.379594554839917e-4	0.014987945809896605	11.297839288236124	87.37053206338766	RYR1;RYR2;GNAS;RYR3	4
KEGG_2019_Human	Human papillomavirus infection	7/330	2.002471183173106e-4	0.015419028110432916	5.811540058115401	49.490833157171735	LAMA2;TNN;ITGA8;GNAS;TNR;TP53;EGFR	7
Panther_2016	Beta2 adrenergic receptor signaling pathway_Homo sapiens_P04378	3/28	1.4312666882003664e-4	0.016030186907844104	29.354207436399214	259.837001678447	RYR1;RYR2;RYR3	3
Reactome_2016	Ion homeostasis_Homo sapiens_R-HSA-5578775	4/51	3.5845741113688796e-5	0.018281327967981285	21.488047273704	219.95779307788897	RYR1;RYR2;RYR3;SLC8A1	4
Reactome_2016	ECM proteoglycans_Homo sapiens_R-HSA-3000178	4/55	4.8385189041997034e-5	0.018507334808563865	19.9252801992528	197.9838964403837	LAMA2;TNN;ITGA8;TNR	4
WikiPathways_2019_Human	Focal Adhesion WP306	6/198	8.561147615331676e-5	0.020204308372182754	8.302200083022	77.75584239594137	LAMA2;TNN;COL5A2;ITGA8;TNR;EGFR	6
WikiPathways_2019_Human	Arrhythmogenic Right Ventricular Cardiomyopathy WP2118	4/74	1.549247647567582e-4	0.024374829655063285	14.809329877823028	129.91589703887917	RYR2;LAMA2;ITGA8;SLC8A1	4
Reactome_2016	Muscle contraction_Homo sapiens_R-HSA-397014	6/196	8.095126291339623e-5	0.024771086451499245	8.386916410399776	79.01870234952676	RYR1;RYR2;SCN10A;SCN3A;RYR3;SLC8A1	6
KEGG_2019_Human	Focal adhesion	5/199	8.05143809275447e-4	0.02479842932568377	6.883733737179046	49.04308977378793	LAMA2;TNN;ITGA8;TNR;EGFR	5
WikiPathways_2019_Human	Myometrial Relaxation and Contraction Pathways WP289	5/156	2.652815299768441e-4	0.025042576429814084	8.781173164734808	72.31049278741052	RYR1;RYR2;GNAS;RYR3;SLC8A1	5
