cancer	hugo_symbol	gene_cls	g12v_ach_000022	g12d_ach_000042	g12d_ach_000060	g12v_ach_000108	g12r_ach_000118	g12v_ach_000138	g12d_ach_000222	g12d_ach_000235	g12v_ach_000243	g12d_ach_000265	g12v_ach_000266	g12r_ach_000281	g12d_ach_000307	g12r_ach_000320	g12v_ach_000332	g12d_ach_000468	g12r_ach_000502	g12d_ach_000517	g12d_ach_000652	g12v_ach_001353
PAAD	AMFR	1	-0.374473858425	-0.23519503165	-0.214476240247	-0.328026095987	-0.692278724214	-0.327650352181	-0.0603539200077	-0.196964704959	-0.296631134048	-0.187296049528	-0.307637792981	-0.330704017752	-0.257706841162	-0.331874202693	-0.307138036918	-0.220869233201	-0.315279001827	-0.203255746976	0.203391241981	-0.283639272172
PAAD	CLBA1	1	-0.0502955821725	-0.0348901087223	0.0947429546562	-0.164619192874	0.0720413951538	-0.113036295025	0.0132488303613	-0.0383390631177	-0.0472259589969	0.0680159630706	-0.101340637178	-0.159533435175	0.139700556967	-0.286411066546	-0.164854170568	0.0692021757389	-0.0462724048649	-0.042341845654	0.0194419769135	-0.0456961479222
PAAD	FMR1	1	0.181936873683	0.0907331417698	0.194979384373	0.268722234822	NA	0.225043137376	0.155668109888	0.165431397146	0.179158085678	0.113925359545	0.162463492953	-0.107994302236	0.44318433367	-0.0967143101872	0.0503391811089	0.0756938071374	0.0530188827851	0.136131426831	0.296126530723	0.228061486861
PAAD	GOLGA5	1	-0.0756989774574	-0.0678600316528	-0.0924326639569	-0.0890843447059	-0.0447315168676	-0.217499500986	-0.112893527629	0.0128330666846	-0.103177853656	0.00205735644025	-3.28322414375e-4	-0.254816015904	0.170305748033	-0.299879772709	-0.0865800193235	8.59544420171e-5	-0.17339618755	-0.00425887947195	0.22405813701	-0.0647472150927
PAAD	GPT2	1	-0.0821113232744	-0.0594295229847	-0.188709249636	-0.0660863028724	-0.234576621295	-0.0838513758574	-0.168535888776	-0.145495933105	-0.135177215928	0.025553444613	-0.196135951666	-0.336608228036	0.00104925782292	-0.374440324422	-0.0905718810881	-0.316628980867	-0.269118150209	-0.146994086845	-0.188709545965	-0.204593258506
PAAD	GRPR	1	0.0411824616413	-0.0310343813639	-0.00268842190477	-0.0722646724851	NA	0.042048332376	0.0660070182546	-0.103088533451	-0.0315359729089	0.0204962520613	-0.0971031912197	-0.22895550843	-0.00470594035927	-0.149755454263	-0.142486263188	-0.0471739110933	-0.141159127703	0.00511811261639	-0.0485501716881	-0.0963789248649
PAAD	LARP4	1	-0.413359609185	-0.187021635122	0.0397306879448	-0.412605620915	-0.388392067032	-0.595155566531	-0.202573350146	-0.492379885323	-0.435685708094	-0.514848793043	-0.297580833742	-0.7772880317	-0.283224180755	-0.620709851385	-0.393085591323	-0.318154758763	-0.614606948094	-0.380657445552	-0.274517032547	-0.402321628028
PAAD	NUMB	1	-0.101496317556	-0.12051487658	-0.19796528844	-0.391085246675	-0.482518112487	-0.257825546779	0.196102000633	-0.030613645719	-0.0601443744711	-0.165859523168	-0.231869855927	-0.302099024299	-0.312452113582	-0.445642565771	-0.303850153648	-0.171154415453	-0.260416465595	-0.0880863329479	0.00896976764892	-0.241334348018
PAAD	PARVB	1	0.038316837152	0.156793651252	0.134569524063	0.150426227748	0.0433224202612	0.181469649242	0.192480342493	0.0788952646316	0.0902982481151	0.177948113405	0.0146785717097	-0.0340862792621	0.120843123274	0.0109778326427	0.186537260488	0.218391907881	0.0742870606886	0.134287614713	0.163505498178	0.112014093303
PAAD	STXBP2	1	-0.0624332314196	-0.0140604013165	0.0403402128419	5.08652828859e-6	-0.163981577934	-0.142012550879	0.0339605000726	-0.137937681659	-0.145709929944	-0.0303068501439	-0.0597719782329	-0.178081785218	-0.0357812826956	-0.221444868207	-0.0287835217213	0.0373627458652	-0.113248771834	-0.0891052133234	-0.122731059965	-0.0570606974421
PAAD	THADA	1	0.139803836569	0.198352203303	0.14387971039	0.19096310321	0.152827927322	0.0766528072101	0.273021852556	0.173546356368	0.0631391232781	0.187042145728	0.0786107586217	-0.0114946516404	0.235076675698	0.036470866079	0.119137469004	0.228229707991	0.0960949961108	0.176066103414	0.13517461839	0.260864376914
PAAD	TMEM68	1	0.1320883621	0.102554938397	0.148704098818	0.0378618589545	0.0302171740604	0.102350499777	0.153806645	0.0282131118285	0.0999953827959	0.0727085745478	0.14103718562	-0.0254368145662	0.256645322413	-0.0418641134011	0.0768465504509	0.0902386581811	0.0533262418779	0.26956527158	0.185051747693	0.132482498513
PAAD	TTC7B	1	0.00423345160337	-0.0354225395052	-0.0358357532497	-0.00346781322227	-0.141184125474	-0.113252512649	-0.134679072018	-0.0272739596039	-0.101287326918	-3.4598547121e-4	-0.104033057918	-0.108673511665	0.0539362675927	-0.189758738286	-0.122604228633	0.0889396885803	-0.123043942079	-0.0662011908655	-0.00468838158566	-0.17948814986
PAAD	TUT7	1	-0.0796214250245	0.0866760792361	0.201723908491	-0.0317263259427	-0.0922469168405	0.116566946639	0.224486389592	0.0380696820521	0.091455559727	0.124398406144	-0.0273319329998	-0.00414205255721	0.223437599727	-0.0915764526488	-0.0292361259322	0.0267595832284	-0.0305634097024	0.155218171967	0.158388745539	0.0985121858198
PAAD	ATE1	2	-0.128730601002	0.00833233226503	0.182259972252	-0.115280873528	-0.513382205767	0.0419825566412	-0.0449458327609	-0.0147966849367	-0.079259486922	0.0979439791108	-0.0463341849616	-0.239319699581	-0.00266430433868	-0.194029636997	-0.0413254885807	0.051003519268	-0.101836921855	-0.0376402938464	0.22991684641	0.109815097053
PAAD	CLN6	2	-0.00780864486671	-0.00745547394455	-0.0974086043063	-0.0106783024819	-0.0119742430141	0.00471358951313	-0.0698421799219	-0.0116806229679	-0.0022894892912	-0.0793961356085	-0.101883525387	-0.255938544712	-0.0304482557558	-0.161615740566	0.0401377611926	-0.0568379403787	-0.114856285895	-0.0653816040494	0.0260058139155	0.0126228591307
PAAD	CNPY3	2	0.0229408835511	-0.0623865294374	0.0492072210802	0.0461808300354	0.0347909782142	0.0451937814168	-0.0562980606104	0.0908048481185	0.0307291642181	-0.0455389633639	0.106055110459	-0.30748515294	0.00901437048813	-0.373522822061	-0.0117241989495	0.129657002207	-0.0647376578302	0.00799604422915	0.146286607045	0.0642455029995
PAAD	COX15	2	-0.610365277567	-0.566283677706	-0.591561930888	-0.495668605892	-0.851072204671	-0.697244979849	-0.660627654174	-0.554502545255	-0.551983104607	-0.752324438933	-0.536735855571	-1.04707797744	-0.658579604313	-0.975283924479	-0.473369491301	-0.509559844959	-0.450962520658	-0.509051635135	-0.587550216041	-0.425935683217
PAAD	FRA10AC1	2	0.0560758394386	-0.115026278378	0.00774304982264	-0.141162619497	-0.443372472465	0.00766300710878	-0.0737781310462	-0.060233661673	0.0638322006363	-0.132196349557	-0.00293963813155	-0.52719405042	0.062903451821	-0.165915142086	-0.0726107096172	-0.130814991679	-0.181756902325	0.0101997195342	0.0367547381524	0.194826552886
PAAD	GNPDA2	2	0.0209774524264	-0.209325018987	-0.254158054326	-0.309823299144	-0.291801781469	-0.222946301913	-0.237075073303	-0.119748863598	-0.255703717231	-0.0950773091537	-0.116052007142	-0.232061085764	0.0215277966367	-0.716639219347	-0.137639286234	-0.130542924379	-0.363612694345	-0.115628860535	-0.0361086674309	-0.149106014054
PAAD	GPC3	2	0.116391507538	0.00639716401809	-3.29222222589e-4	0.127835575525	NA	0.144426434173	-0.26084648356	0.0272394912703	0.0376472665416	0.059954824453	0.0533167398812	-0.125059183037	0.0304609794908	-0.1037544219	0.09822502441	0.0846344484693	-0.0685883283228	0.0623582955846	-0.0945952851725	0.0455583234645
PAAD	HPS5	2	0.0311839463302	-0.0413225166711	0.0189770651588	-0.0498258715596	-0.19993265305	-0.213371498041	-0.239809373783	-0.0633322159783	-0.148198878789	-0.0845655855969	-0.0655100256162	-0.350905534539	-0.082119514075300007	-0.326744514026	-0.109095473167	-0.0214226264973	-0.181308516119	0.00288516915877	-0.0246603824964	-0.0708656467743
PAAD	ITFG2	2	0.110787154992	0.0346308898415	0.0395151874156	0.0333417428515	-0.0770838150692	0.248550052858	-0.0138524831008	0.0748991496726	0.11785275325	0.20376642302	0.0848163665737	-0.228830733271	-0.0348414231665	-0.0572353118696	0.103136227818	-0.107923313568	0.0624178895931	0.0328706123009	0.0991774556671	0.121631336835
PAAD	MCFD2	2	-0.0819956940905	-0.112506462571	-0.111321063317	-0.0575202655961	-0.235259586825	-0.0997878419688	-0.210866990158	-0.00570458263495	-0.288161048896	-0.154172493205	-0.188412169152	-0.234296040118	-0.119860217222	-0.406562276498	-0.113174625475	-0.174404844446	-0.252205382605	-0.0256756772986	-0.0847466964106	-0.106720050046
PAAD	PEX11B	2	-0.177393343454	-0.354024544552	-0.237796945412	-0.328066166338	-0.599284862593	-0.248284905122	-0.393305985865	-0.318328454498	-0.277000017953	-0.393635747439	-0.301958794313	-0.604779780004	-0.349099084848	-0.582494225263	-0.397183092403	-0.347780747443	-0.253993846806	-0.415968553592	-0.280813527019	-0.158300378053
PAAD	RPS3	2	-1.07893070341	-1.30633128781	-1.40903096608	-1.35709381006	-1.50793958631	-1.42062936533	-1.21075567125	-1.42238275242	-1.18746115815	-1.34093729863	-1.21158104386	-1.60766933527	-1.33094319448	-1.44647980283	-1.0865227245	-1.23372647338	-1.33122097374	-1.31801383369	-1.08978249691	-1.15612114962
PAAD	S100A9	2	-0.155280576007	0.0672468287923	0.0271637557913	-0.111818710928	-0.214208839929	-0.0391786899536	-0.0600134322617	-0.133453215319	-0.113315679805	0.00267095632094	-0.0136095430357	-0.104204160456	-0.0203418968255	-0.175658293524	-0.0638248617737	-0.0653829157714	-0.097814556833	-0.0423551747171	-0.0175798676166	-0.0232949602455
PAAD	SAMD8	2	-0.181229288801	-0.212209936989	-0.252489259571	-0.259205001077	-0.345871362415	-0.0801773417882	-0.177019960406	-0.241377074675	-0.33462250504	-0.258952331004	-0.202586431637	-0.362548808384	-0.254794755719	-0.617660213616	-0.228957127335	-0.283862563232	-0.26484183891	-0.223552395923	-0.153573953507	-0.221978955397
